FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.271764,271764,"LINESTRING (16.428203642084394 48.26703710224955, 16.426191102552252 48.26808866347283)",31A,2,Autobus,
OEFFLINIENOGD.271772,271772,"LINESTRING (16.32633514723401 48.19780743465506, 16.327111627838264 48.19656260212977)",12A,2,Autobus,
OEFFLINIENOGD.271773,271773,"LINESTRING (16.325430183844688 48.1976363565763, 16.325341187698562 48.19772557825119, 16.32477152532675 48.19865351468446)",12A,2,Autobus,
OEFFLINIENOGD.271774,271774,"LINESTRING (16.385051934595506 48.216900951934285, 16.385752349039777 48.216613212700295, 16.38673464724303 48.21623207151207, 16.386928811373572 48.21614064547683)",5A,2,Autobus,
OEFFLINIENOGD.271775,271775,"LINESTRING (16.3841903551533 48.214627892508545, 16.383717516683934 48.21539769477666, 16.38354100490759 48.21548533097496, 16.383541071688928 48.2155576669219, 16.38372644958197 48.21581647512226, 16.383717973546467 48.215890717563944)",5A,2,Autobus,
OEFFLINIENOGD.271776,271776,"LINESTRING (16.403195030097226 48.137484110181376, 16.403084888078357 48.137482439577916, 16.402462849475583 48.13753990788491, 16.40179113570733 48.137673545049495, 16.40099147763199 48.137835804378696, 16.400394357541973 48.137926560518935, 16.39999981280456 48.137971990799535, 16.399729652630057 48.13798641751015, 16.3996771069592 48.13798218373315)","17A, 70A",2,Autobus,
OEFFLINIENOGD.271777,271777,"LINESTRING (16.39989505121583 48.138788672108944, 16.40141636876129 48.138604597898876, 16.403250475110987 48.138389386965194, 16.403323156718464 48.13839549503925)",17A,2,Autobus,
OEFFLINIENOGD.271778,271778,"LINESTRING (16.403195030097226 48.137484110181376, 16.403323156718464 48.13839549503925)",17A,2,Autobus,
OEFFLINIENOGD.271779,271779,"LINESTRING (16.284306675342194 48.168380688511256, 16.28401000893337 48.168071523572394)","56A, 56B",2,Autobus,
OEFFLINIENOGD.271780,271780,"LINESTRING (16.283000661397665 48.16831585323886, 16.28328486389443 48.168212128917304, 16.283523931212418 48.168179402303664, 16.28379708485185 48.1682066525352, 16.28408938686057 48.16829387440431, 16.284306675342194 48.168380688511256)","56A, 56B",2,Autobus,
OEFFLINIENOGD.271781,271781,"LINESTRING (16.339411072069666 48.25696111406576, 16.339613820861764 48.25689773162019, 16.33983294966519 48.256783511847736, 16.34005741713497 48.25659790749411, 16.34024446922589 48.256401597703146, 16.340479626251202 48.256262391359854, 16.340933915082335 48.25610176110901, 16.341767655467784 48.255769790765505, 16.341949369602556 48.25571981399807, 16.342131089973147 48.255737650654666)",38A,2,Autobus,
OEFFLINIENOGD.271782,271782,"LINESTRING (16.338964244478426 48.257328143314574, 16.338678507534723 48.25744740717046, 16.338427304566043 48.257586609224305, 16.338261620025463 48.25773294792829, 16.33811731403899 48.25791140862584, 16.337646967829055 48.25813627311703)",38A,2,Autobus,
OEFFLINIENOGD.271783,271783,"LINESTRING (16.339411072069666 48.25696111406576, 16.339161563889 48.25715053000237, 16.338964244478426 48.257328143314574)",38A,2,Autobus,
OEFFLINIENOGD.271784,271784,"LINESTRING (16.259013067061904 48.14477580642979, 16.259930601391854 48.144619372542856, 16.2623128931639 48.144511471381456)",60A,2,Autobus,
OEFFLINIENOGD.271785,271785,"LINESTRING (16.42049561092613 48.271445485643405, 16.421071048935723 48.271669835215654)",30A,2,Autobus,
OEFFLINIENOGD.271786,271786,"LINESTRING (16.421071048935723 48.271669835215654, 16.422166274675195 48.27213638181856, 16.422628871916082 48.272333434679375, 16.423160397596035 48.27248065121403, 16.423668485983953 48.27258436632509, 16.424341368895934 48.27265523502959, 16.42488048411472 48.27266374319751, 16.425401695383503 48.27262467384684)",30A,2,Autobus,
OEFFLINIENOGD.271787,271787,"LINESTRING (16.425401695383503 48.27262467384684, 16.42584270978491 48.27258566472547, 16.426314988086673 48.27259124426581, 16.426422037162713 48.272659569127335, 16.426417865150764 48.27282018412238, 16.42629341834058 48.27299279047429, 16.42611077857632 48.273010779473275, 16.4257719855071 48.27290694331572, 16.425540060538477 48.27276733212508, 16.425401695383503 48.27262467384684)",30A,2,Autobus,
OEFFLINIENOGD.271788,271788,"LINESTRING (16.302992011810883 48.16087283557301, 16.30287105997116 48.160686053071906, 16.30247996571468 48.160495579955956, 16.302160573056383 48.15944256618892, 16.300463090526588 48.15840102827797, 16.300089661101946 48.158412809920236, 16.29987635836614 48.15829971685757, 16.29416712948574 48.159832539791715, 16.294628970151173 48.16045434747474, 16.295090905018814 48.160972049588175, 16.29541519396905 48.16128447235491, 16.295858557183255 48.161711604061495, 16.295998132097935 48.16182565906148)",63A,2,Autobus,
OEFFLINIENOGD.271789,271789,"LINESTRING (16.292171832740614 48.16224556906412, 16.29252606439 48.162169625235194, 16.29466187961408 48.161974170314544, 16.295998132097935 48.16182565906148)",63A,2,Autobus,
OEFFLINIENOGD.271790,271790,"LINESTRING (16.314393321920583 48.187871299789755, 16.31425520062726 48.18841855162088, 16.315353393126642 48.190437608602174)",10A,2,Autobus,
OEFFLINIENOGD.271791,271791,"LINESTRING (16.315353393126642 48.190437608602174, 16.31543306715257 48.190584086111706, 16.316395249820786 48.19237440239223)",10A,2,Autobus,
OEFFLINIENOGD.271792,271792,"LINESTRING (16.504970442057093 48.23356523144454, 16.505421010066737 48.23375981455247)","84A, 89A, 99A, 99B",2,Autobus,
OEFFLINIENOGD.271793,271793,"LINESTRING (16.504970442057093 48.23356523144454, 16.50458815077352 48.233433063571894, 16.504394670573028 48.23344196594484, 16.50428907805399 48.23350072810318, 16.504160507706185 48.23363364376768, 16.504171104851338 48.233718092261704, 16.50432086448979 48.233752347764465, 16.50460214820525 48.23376745010653, 16.50495781535927 48.23378654435723, 16.505421010066737 48.23375981455247)","84A, 89A, 99A, 99B",2,Autobus,
OEFFLINIENOGD.271794,271794,"LINESTRING (16.486408170578667 48.24098627787678, 16.485348464325593 48.24136175950308)","95A, 97A",2,Autobus,
OEFFLINIENOGD.271795,271795,"LINESTRING (16.49216850542135 48.241832325942944, 16.492092539652297 48.241679746556294, 16.491640998366474 48.240785685082805, 16.491575915174803 48.24046692736169)",97A,2,Autobus,
OEFFLINIENOGD.271365,271365,"LINESTRING (16.475860350164165 48.22351962365119, 16.475636657721132 48.22359806326642, 16.475558286585265 48.22358626122933, 16.475097379412567 48.22301337061604, 16.475100798771912 48.22296101797, 16.475356301942483 48.22287661795137)","22A, 84A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.271366,271366,"LINESTRING (16.48699463852209 48.232645566702274, 16.48644511994922 48.232761947752216, 16.48615449793686 48.23291840043238)","85A, 95B",2,Autobus,
OEFFLINIENOGD.271367,271367,"LINESTRING (16.48615449793686 48.23291840043238, 16.48626943446864 48.23297378062096, 16.486691685926477 48.23319752207844, 16.486616964071857 48.233221889803595, 16.48616146466727 48.23319537870606, 16.485935153708027 48.233178522882994, 16.485781211956684 48.233150169988605, 16.48569980919019 48.23308174694915, 16.48567176783417 48.23299184079253, 16.485724927883286 48.23290182811013, 16.48582734557875 48.23284887064949, 16.485998333056585 48.232860069251075, 16.48615449793686 48.23291840043238)","85A, 95B",2,Autobus,
OEFFLINIENOGD.271368,271368,"LINESTRING (16.481413417726394 48.2497479555226, 16.481385265077524 48.24971776238898, 16.47905902798668 48.24723653658557)",85A,2,Autobus,
OEFFLINIENOGD.271369,271369,"LINESTRING (16.480723157293593 48.24287591601632, 16.480771151023863 48.24292950170093, 16.483188999472755 48.245506363770026)",85A,2,Autobus,
OEFFLINIENOGD.271370,271370,"LINESTRING (16.483188999472755 48.245506363770026, 16.47905902798668 48.24723653658557)",85A,2,Autobus,
OEFFLINIENOGD.271371,271371,"LINESTRING (16.40299085020625 48.256179895396045, 16.401953689494214 48.256653407281114, 16.40132159361516 48.256945249562065)","28A, 29A",2,Autobus,
OEFFLINIENOGD.271372,271372,"LINESTRING (16.43031558901065 48.25129155143725, 16.42991387923911 48.25136376923985, 16.428779408337416 48.25172017745394, 16.428014562930144 48.25197348795787)",27A,2,Autobus,
OEFFLINIENOGD.271373,271373,"LINESTRING (16.458565340590173 48.22168990528856, 16.45920208472376 48.22123079974627, 16.45975150280366 48.22093396796928, 16.46049327731606 48.22067261697048, 16.461443404699924 48.22043601918996, 16.462089271931628 48.22027470022771, 16.46260690823227 48.220095672649784, 16.463071077964994 48.2198952871622, 16.463444519052654 48.2197235537172, 16.463967556038412 48.219573067436855, 16.46441590744852 48.21945835345915, 16.46617248333048 48.219227952702404, 16.470278205743888 48.21868428899586)",95A,2,Autobus,
OEFFLINIENOGD.271364,271364,"LINESTRING (16.475860350164165 48.22351962365119, 16.475639717274806 48.2232381679366)","22A, 84A, 93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.271374,271374,"LINESTRING (16.479848762817277 48.21742570617773, 16.481329373733605 48.21723348931825, 16.483165442784124 48.216840924380485)","93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.271375,271375,"LINESTRING (16.36644127585865 48.214305369402226, 16.36549457604047 48.215229365207605, 16.365421667685982 48.21529620154855)",3A,2,Autobus,
OEFFLINIENOGD.271376,271376,"LINESTRING (16.391346997134654 48.217178000216876, 16.390966685020434 48.217355288136844, 16.39053086621748 48.21767374763076, 16.390326442659358 48.217962353387406)",80A,2,Autobus,
OEFFLINIENOGD.271377,271377,"LINESTRING (16.383717973546467 48.215890717563944, 16.38361546535889 48.21592312110598, 16.38334488460817 48.21593084618896, 16.382382111233156 48.21587413065201, 16.38045187501516 48.21573158327)",5A,2,Autobus,
OEFFLINIENOGD.271378,271378,"LINESTRING (16.386928811373572 48.21614064547683, 16.38679967686298 48.21606931887235, 16.385508356865664 48.21535604299346, 16.3841903551533 48.214627892508545)",5A,2,Autobus,
OEFFLINIENOGD.271379,271379,"LINESTRING (16.391489178287337 48.2181498491359, 16.391425381259246 48.21842113736348, 16.391350783608296 48.218581786444304, 16.39120668803471 48.21868179343765, 16.39098246077117 48.21876399149304, 16.390839574665936 48.21881936597556)","5B, 80A",2,Autobus,
OEFFLINIENOGD.271380,271380,"LINESTRING (16.390839574665936 48.21881936597556, 16.390526619344122 48.218522445561206, 16.39037056667623 48.21825780431943, 16.390326442659358 48.217962353387406)",80A,2,Autobus,
OEFFLINIENOGD.271381,271381,"LINESTRING (16.398725024659132 48.22244957858242, 16.39731175528387 48.22361273429763)",82A,2,Autobus,
OEFFLINIENOGD.271382,271382,"LINESTRING (16.401843053043024 48.224128224806066, 16.40345045028375 48.222841556488994, 16.40597604076493 48.2209245885355)","11A, 11B",2,Autobus,
OEFFLINIENOGD.271383,271383,"LINESTRING (16.41715898250069 48.232314019198704, 16.420655164686718 48.23416669033032, 16.42090883471567 48.23430418555911)",20A,2,Autobus,
OEFFLINIENOGD.271384,271384,"LINESTRING (16.43052901289685 48.23943394184968, 16.430807119607003 48.23958123898292, 16.434692065005592 48.24169654415666)",93A,2,Autobus,
OEFFLINIENOGD.271385,271385,"LINESTRING (16.44101622829135 48.251577850562384, 16.44177697725022 48.25148857067318, 16.44276094031083 48.25131515756408, 16.44332619616096 48.25121672353753, 16.44371747858461 48.251104212576045)",31A,2,Autobus,
OEFFLINIENOGD.271386,271386,"LINESTRING (16.46180015974351 48.257627603939774, 16.46184222862409 48.25768723915973, 16.463690727634393 48.26075408615155)",27A,2,Autobus,
OEFFLINIENOGD.271387,271387,"LINESTRING (16.463690727634393 48.26075408615155, 16.465055957753467 48.26038910405775, 16.465109121247444 48.26027483155962, 16.463262708653122 48.257178856209855, 16.463248490777683 48.257157482631804)",27A,2,Autobus,
OEFFLINIENOGD.271388,271388,"LINESTRING (16.458536028837347 48.25869823508292, 16.459744151923463 48.260575437223245, 16.461210543118604 48.26277721170296, 16.463439658462498 48.262089487517194, 16.464386993209107 48.261860008219266)",25A,2,Autobus,
OEFFLINIENOGD.271389,271389,"LINESTRING (16.327413627076318 48.23475730183729, 16.327511560206258 48.2348286925723, 16.327680737638094 48.234846551191794, 16.328464349321223 48.23455214876116, 16.328637981314397 48.23454621211802, 16.329497136434348 48.2352660482879, 16.330320720528643 48.23580444331548, 16.33105528958649 48.236206009917325, 16.331714189480543 48.23652131447145, 16.332252893787217 48.23673845793022, 16.332880649160977 48.236940731193286, 16.33346834089739 48.2370954100201)",10A,2,Autobus,
OEFFLINIENOGD.271390,271390,"LINESTRING (16.32857603439531 48.23195260713249, 16.328072781602778 48.23318988728673, 16.327413627076318 48.23475730183729)",10A,2,Autobus,
OEFFLINIENOGD.271391,271391,"LINESTRING (16.3020467429278 48.22813489954667, 16.30434577613419 48.22743149296747, 16.307630432936726 48.22643084176834, 16.31120375741686 48.22512463105759, 16.313685460640944 48.22421523969003, 16.31407550647092 48.224083967759135, 16.3143923691564 48.2239500187029)",44A,2,Autobus,
OEFFLINIENOGD.271392,271392,"LINESTRING (16.29068918367811 48.234463223858405, 16.290794507755873 48.23425596725425)",43A,2,Autobus,
OEFFLINIENOGD.271393,271393,"LINESTRING (16.315299329292134 48.223184517588294, 16.31525042044972 48.22312448722281, 16.315135235077513 48.22293550209402, 16.315021342026352 48.22280342153636, 16.314921706163354 48.22263803179107, 16.315851632752615 48.22232450334561, 16.31648276947103 48.223140567521355)","42A, 44A",2,Autobus,
OEFFLINIENOGD.271394,271394,"LINESTRING (16.31648276947103 48.223140567521355, 16.315575189734016 48.223523104422654)",44A,2,Autobus,
OEFFLINIENOGD.271395,271395,"LINESTRING (16.289733057991544 48.20644528259669, 16.290621406885432 48.20665902797994)",48A,2,Autobus,
OEFFLINIENOGD.271396,271396,"LINESTRING (16.28135941174656 48.204491035192966, 16.27884694074987 48.20396632940472)",47A,2,Autobus,
OEFFLINIENOGD.271397,271397,"LINESTRING (16.305606031822876 48.2108988730186, 16.3057362895217 48.21088327731974, 16.30803482459239 48.210535508884945, 16.30918382949434 48.21036038473857)",48A,2,Autobus,
OEFFLINIENOGD.271405,271405,"LINESTRING (16.39792219141593 48.25808767469486, 16.39807550969338 48.2583295670739)",33A,2,Autobus,
OEFFLINIENOGD.271406,271406,"LINESTRING (16.297978691109595 48.141218976302476, 16.2998839177146 48.14119243494521, 16.301403783298984 48.141160780992934, 16.304086225929172 48.141075898819686, 16.305232821636693 48.140994120831955, 16.30623542989266 48.14091229313994, 16.306491389386192 48.140933775245664, 16.308923120590944 48.140948653586825, 16.3109069077175 48.14094910612869, 16.31248541435008 48.14092802594965, 16.3123903706376 48.138875696654914, 16.31234332046563 48.136837654304266, 16.312381231152813 48.13667390885127)",61A,2,Autobus,
OEFFLINIENOGD.271407,271407,"LINESTRING (16.31700093377358 48.13730187219817, 16.31693032223701 48.13728881109749, 16.314274984459484 48.136845751503905, 16.31259537329908 48.13668123480956, 16.312381231152813 48.13667390885127)","61A, 64A",2,Autobus,
